SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW,I014_TSD.1
01-Jan-2009,1,37910,37686,38704,38850,33939,54,1403,0,0,0,33,404,2002,0,-161,0,1977,0,-161,0,38850
01-Jan-2009,2,38047,37804,38964,39090,34072,53,1403,0,0,0,157,527,2002,0,-160,0,1977,0,-160,0,39090
01-Jan-2009,3,37380,37326,38651,39104,33615,53,1403,0,0,0,511,1018,2002,0,-160,0,1977,0,-160,0,39104
01-Jan-2009,4,36426,36202,37775,38208,32526,50,1403,0,0,0,589,1269,1772,0,-160,0,1746,0,-160,0,38208
01-Jan-2009,5,35687,35529,37298,37802,31877,50,1403,0,0,0,851,1566,1753,0,-160,0,1730,0,-160,0,37802
01-Jan-2009,6,35408,35212,37135,37657,31604,43,1403,0,0,0,967,1685,1754,0,-160,0,1729,0,-160,0,37657
01-Jan-2009,7,34322,34090,36844,37365,30486,43,1403,0,0,0,1762,2477,1754,0,-160,0,1730,0,-160,0,37365
01-Jan-2009,8,33076,32975,35678,36324,29390,56,1403,0,0,0,1842,2589,1755,0,-160,0,1729,0,-160,0,36324
01-Jan-2009,9,31970,31855,34635,35301,28452,56,1403,0,0,0,1905,2685,1755,0,-160,0,1731,0,-160,0,35301
01-Jan-2009,10,31270,31186,33934,34603,27842,56,1403,0,0,0,1904,2657,1754,0,-160,0,1729,0,-160,0,34603
01-Jan-2009,11,30726,30627,33378,34031,27395,56,1403,0,0,0,1892,2644,1754,0,-160,0,1730,0,-160,0,34031
01-Jan-2009,12,30320,30283,32915,33623,27021,57,1403,0,0,0,1867,2616,1754,0,-128,0,1730,0,-128,0,33623
01-Jan-2009,13,30429,30403,32875,33595,27128,57,1403,0,0,0,1846,2592,1754,0,38,0,1729,0,38,0,33595
01-Jan-2009,14,30287,30260,32720,33405,27005,73,1403,0,0,0,1833,2545,1753,0,18,0,1731,0,18,0,33405
01-Jan-2009,15,29650,29660,31900,32499,26478,73,1403,0,0,0,1650,2302,1690,0,16,0,1667,0,16,0,32499
01-Jan-2009,16,28841,28838,31055,31563,25834,75,1403,0,0,0,1614,2122,1689,0,16,0,1666,0,16,0,31563
01-Jan-2009,17,29007,28895,31094,31397,26030,75,1403,0,0,0,1487,1902,1689,0,15,0,1667,0,15,0,31397
01-Jan-2009,18,29787,29701,31440,31769,26861,63,1403,0,0,0,1037,1451,1690,0,-16,0,1667,0,-16,0,31769
01-Jan-2009,19,31362,31292,32079,32161,28330,63,1403,0,0,0,56,259,1689,0,-61,0,1667,0,-61,0,32161
01-Jan-2009,20,33257,33122,33926,33794,30081,66,1403,0,0,0,4,7,1689,0,-65,0,1667,0,-65,0,33794
01-Jan-2009,21,34932,34811,35602,35483,31552,66,1403,0,0,0,5,7,1689,0,-65,0,1666,0,-65,0,35483
01-Jan-2009,22,36579,36388,37312,37125,33009,63,1403,0,0,0,4,6,1690,0,-129,0,1667,0,-129,0,37125
01-Jan-2009,23,37967,37942,38751,38730,34275,63,1403,0,0,0,4,6,1691,0,-180,0,1667,0,-180,0,38730
01-Jan-2009,24,39235,39177,40013,39958,35376,61,1403,0,0,0,8,10,1691,0,-170,0,1666,0,-170,0,39958
01-Jan-2009,25,40204,40147,41058,41005,36211,61,1403,0,0,0,8,12,1691,0,-246,0,1668,0,-246,0,41005
01-Jan-2009,26,40672,40555,41457,41346,36617,59,1403,0,0,0,8,12,1691,0,-177,0,1667,0,-177,0,41346
01-Jan-2009,27,40806,40690,41479,41367,36743,59,1403,0,0,0,8,12,1691,0,-65,0,1666,0,-65,0,41367
01-Jan-2009,28,40781,40668,41450,41340,36689,39,1403,0,0,0,4,2,1690,0,-65,0,1668,0,-65,0,41340
01-Jan-2009,29,40758,40723,41427,41395,36823,39,1403,0,0,0,4,7,1691,0,-65,0,1667,0,-65,0,41395
01-Jan-2009,30,40524,40531,41189,41200,36628,35,1403,0,0,0,3,6,1691,0,-62,0,1666,0,-62,0,41200
01-Jan-2009,31,40796,40771,41417,41396,36821,35,1403,0,0,0,1,4,1753,0,-20,0,1730,0,-20,0,41396
01-Jan-2009,32,41703,41674,42332,42306,37662,49,1403,0,0,0,4,7,1753,0,-25,0,1730,0,-25,0,42306
01-Jan-2009,33,43527,43488,44133,44096,39276,49,1403,0,0,0,6,8,1754,0,15,0,1729,0,15,0,44096
01-Jan-2009,34,45488,45416,46096,46020,41089,72,1403,0,0,0,8,9,1754,0,16,0,1730,0,16,0,46020
01-Jan-2009,35,46028,45990,46634,46596,41651,72,1403,0,0,0,6,6,1754,0,15,0,1731,0,15,0,46596
01-Jan-2009,36,45876,45824,46515,46464,41574,77,1403,0,0,0,8,9,1754,0,-31,0,1728,0,-31,0,46464
01-Jan-2009,37,45195,45089,45865,45759,41004,77,1403,0,0,0,9,9,1754,0,-61,0,1730,0,-61,0,45759
01-Jan-2009,38,44289,44226,44965,44901,40175,93,1403,0,0,0,11,3,1754,0,-65,0,1730,0,-65,0,44901
01-Jan-2009,39,43784,43765,44579,44558,39744,93,1403,0,0,0,6,3,1751,0,-189,0,1727,0,-189,0,44558
